title,cites,year,pubid,id
Comunicación asertiva en el clima laboral de escuelas bolivarianas,0,2017,5nxA0vEk-isC,2-1013
REFLEXIONES SOBRE EL IMPENSAR DE LAS CIENCIAS SOCIALES EN LATINAMERICA Y EL CARIBE,0,2014,u5HHmVD_uO8C,2-1014
"La política de integración latinoamericana durante la presidencia de Carlos Andrés Pérez (1974-1979). Motivos, fundamento legal e iniciativas",0,2014,2osOgNQ5qMEC,2-1015
Satyagraha gandhiano como instrumento de lucha política no violenta,0,2014,W7OEmFMy1HYC,2-1016
RÓMULO BETANCOURT Y EL PLAN DE BARRANQUILLA,0,2013,R3hNpaxXUhUC,2-1017
MODEL OF THE EDUCATIONAL FACT BASED ON COMPETITION FOR THE ACHIEVEMENT OF THE SIGNIFICANT LEARNING OF ENGINEERING STUDENTS,0,2013,8k81kl-MbHgC,2-1018
A SIMPLE METHOD FOR BRACHYTHERAPY DOSE CALCULATION VERIFICATION FOR A COMERCIAL TREATMENT PLANNING SYSTEM,0,2010,_kc_bZDykSQC,2-1019
Descripción de la situación de la educación post-secundaria y superior en Venezuela desde 1958 hasta el presente,0,1982,LkGwnXOMwfcC,2-1020
Movimientos Sociales y Participación Política en Venezuela de los siglos XX y XXI,0,NA,RHpTSmoSYBkC,2-1021
EVALUACIÓN DEL CONTROL DE CALIDAD DIARIO DE UN EQUIPO DE BRAQUITERAPIA DE ALTA TASA DE DOSIS,0,NA,ULOm3_A8WrAC,2-1022
ESTUDIO DE LA VALIDEZ DEL ESCALADO ESPACIAL DEL KERNEL SECUNDARIO EN CÁLCULOS DE CONVOLUCIÓN/SUPERPOSICION.,0,NA,kNdYIx-mwKoC,2-1023
ESTRATEGIAS GERENCIALES Y EQUIPOS DE TRABAJO DE ALTO DESEMPEÑO PARA EL DESARROLLO ENDÓGENO EN INSTITUCIONES EDUCATIVAS,0,NA,MXK_kJrjxJIC,2-1024
Participación Comunitaria Docente Integral en Formación,0,NA,Se3iqnhoufwC,2-1025
EFECTIVIDAD DEL CURSO ESTRATEGIAS HOLÍSTICAS PARA EL APRENDIZAJE EN EDUCACIÓN SUPERIOR,0,NA,_FxGoFyzp5QC,2-1026
CONSTRUCCIÓN DE IDENTIDADES PARA EL DESARROLLO DE LA PARTICIPACIÓN SOCIAL DEL DOCENTE,0,NA,ufrVoPGSRksC,2-1027
UNA MIRADA A LA INTEGRACION LATINOAMERICANA,0,NA,YsMSGLbcyi4C,2-1028
POLÍTICAS EDUCATIVAS EN EL NIVEL UNIVERSITARIO EN EL ÁMBITO DE LAS POLÍTICAS PÚBLICAS EN VENEZUELA 1999-2012,0,NA,Y0pCki6q_DkC,2-1029
MOVIMIENTOS SOCIALES Y PARTICIPACIÓN CIUDADANA,0,NA,IjCSPb-OGe4C,2-1030
El Concejo Municipal,1,NA,u5HHmVD_uO8C,2-1031
An Inventory of Purpose-Built Learning Actions to Build Text-Based and Topic-Based Knowledge,1,2017,u5HHmVD_uO8C,2-1032
Metacognitive based-instructional theory proposal into a writing-down protocol to measure learners’ paraphrasing sub-category beyond a multiple-choice format,1,2015,u-x6o8ySG0sC,2-1033
THE EVOLUTION OF TEXT MARKING TYPES INTO PURPOSE-BUILT LEARNING ACTIONS,0,2016,d1gkVwhDpl0C,2-1034
La arquitectura del humanismo,71,1978,UxriW0iASnsC,2-1035
Aníbal González: arquitecto (1876-1929),21,1973,eflP2zaiRacC,2-1036
Pueblos de colonización franquista: objetivo patrimonial,15,2005,4DMP91E08xMC,2-1037
Arte de estado frente a la cultura conservadora: la idea de arquitectura como reflejo de la crisis de hegemonía en el bloque dominante en el primer franquismo,10,1976,dfsIfKJdRG4C,2-1038
La arquitectura española del segundo franquismo y el boletín de la dirección general de arquitectura (1946-1957),8,2014,u5HHmVD_uO8C,2-1039
Arquitectura y política en España a través del Boletín de la Dirección General de Arquitectura (1946-1957),8,2013,bEWYMUwI8FkC,2-1040
Arquitectura moderna como patrimonio,8,1999,yD5IFk8b50cC,2-1041
Retórica y experimentalismo: ensayo sobre la arquitectura de los siglos XVI y XVII,7,2017,_Qo2XoVZTnwC,2-1042
Desurbanismo y ciudad socialista soviética,7,2008,mB3voiENLucC,2-1043
Arquitectura del movimiento moderno en España,7,NA,BrmTIyaxlBUC,2-1044
Arquitectura española,6,2002,lSLTfruPkqcC,2-1045
Arquitectura y movimiento moderno en Andalucía,6,1996,HoB7MX3m0LUC,2-1046
La arquitectura como integración,4,2011,NaGl4SEjCO4C,2-1047
Observaciones sobre las condiciones de propiedad y ocupación en la vivienda urbana sevillana en la segunda mitad del siglo XVI,4,NA,ULOm3_A8WrAC,2-1048
Conexión y valoración internacional del proyecto de Registro de Arquitectura contemporánea,3,2007,3s1wT3WcHBgC,2-1049
El parque de María Luisa de Sevilla,3,1989,hC7cP41nSMkC,2-1050
Intervenciones en arquitecturas del s. xx en España. Casos de estudio y consideraciones patrimoniales,2,2015,EUQCXRtRnyEC,2-1051
La plaza de San Francisco y la centralidad urbana,2,2015,rO6llkc54NcC,2-1052
Los túmulos de Felipe II y de Margarita de Austria en la Catedral de Sevilla,2,2004,u9iWguZQMMsC,2-1053
En los orígenes del turismo moderno: Arquitectura para el ocio en el tránsito a la sociedad de masas,2,2004,RHpTSmoSYBkC,2-1054
Escalas del minimalismo: arquitectura y escultura,2,2003,roLk4NBRz8UC,2-1055
Patrimonio y estudios de arquitectura en España: la Escuela de Sevilla.,2,1998,GnPB-g6toBAC,2-1056
Veinte obras del Movimiento Moderno en Andalucía,2,1996,SeFeTyx0c_EC,2-1057
Sevilla y Barcelona. Las Exposiciones de 1929 en España,2,1994,2osOgNQ5qMEC,2-1058
La recepción española de Camillo Sitte,2,1992,k_IJM867U9cC,2-1059
Transformaciones: 1492-1992: cinco siglos de arquitectura en Andalucía,2,1992,bFI3QPDXJZMC,2-1060
Una mirada arquitectónica a la modernización del territorio rural durante la colonización franquista,1,2017,hFOr9nPyWt4C,2-1061
El patio de la Lonja de Sevilla,1,1991,JV2RwH3_ST0C,2-1062
Entre el rigor y la retórica: casa y ciudad en la Sevilla moderna,1,1981,YOwf2qJgpHMC,2-1063
"Juan de Oviedo y de la Bandera:(1565-1625): escultor, arquitecto e ingeniero",1,1977,vV6vV6tmYwMC,2-1064
Ordenanzas de Sevilla,1,1975,zYLM7Y9cAGgC,2-1065
Tafuri en Argentina,0,2021,sSrBHYA8nusC,2-1066
"RAFAEL MONEO VALLÉS: LA VIDA DE LOS EDIFICIOS. LA MEZQUITA DE CÓRDOBA, LA LONJA DE SEVILLA Y UN CARMEN EN GRANADA",0,2021,B3FOqHPlNUQC,2-1067
"Pueblos y presas. Territorio, arquitectura y patrimonio en los pueblos de colonización.: Dimensiones de un capítulo singular de la modernidad en la España del siglo XX",0,2020,4fKUyHm3Qg0C,2-1068
Aquellos estudiantes de arquitectura de Olivares a mediados de los sesenta,0,2020,tS2w5q8j5-wC,2-1069
1. Escritos de Manfredo Tafuri [1959-1994 [2014]],0,2020,08ZZubdj9fEC,2-1070
"3.2. 1973. Lectura de un libro fundamental"" Teorías e historia de la arquitectura"", de Manfredo Tafuri",0,2020,tOudhMTPpwUC,2-1071
3.4. 1994. Me-moriae enconmium,0,2020,l7t_Zn2s7bgC,2-1072
Manfredo Tafuri en España. Manfredo Tafuri en español. Una crónica particular,0,2020,K3LRdlH-MEoC,2-1073
2. Escritos sobre Manfredo Tafuri (1962-2019),0,2020,738O_yMBCRsC,2-1074
La renovación del Teatro Lope de Vega,0,2019,KxtntwgDAa4C,2-1075
Aníbal González,0,2017,D03iK_w7-QYC,2-1076
Escritos de Víctor Pérez Escolano: sinuosidades de un itinerario nunca interrumpido,0,2017,O3NaXMp0MMsC,2-1077
La arquitectura en Andalucía,0,2017,NMxIlDl6LWMC,2-1078
Escritos. Breve noticia de un itinerario particular,0,2017,iH-uZ7U-co4C,2-1079
Arquitectura y ciudad en Sevilla,0,2017,4JMBOYKVnBMC,2-1080
Una mirada europea en el espejo de la arquitectura moderna caribeña,0,2017,-f6ydRqryjwC,2-1081
Arquitectura e historia de la España democrática,0,2017,M3ejUd6NZC8C,2-1082
El río como proyecto,0,2017,_kc_bZDykSQC,2-1083
"Sevilla 92: exposición, arquitectura y ciudad",0,2017,Tyk-4Ss8FVUC,2-1084
Las ciudades del futurismo italiano,0,2015,b0M2c_1WBrUC,2-1085
"Acto de investidura como Doctor Honoris Causa de la Universidad de Sevilla del profesor Dr. Álvaro Siza Vieira: Paraninfo de la Universidad de Sevilla, 24 de octubre de 2011",0,2015,dshw04ExmUIC,2-1086
La modernización de la enseñanza de la Arquitectura en España. Un proceso,0,2015,qxL8FJ1GzNcC,2-1087
"La arquitectura española del segundo franquismo y el"" Boletín de la dirección general de arquitectura""(1946-1957)",0,2014,eJXPG6dFmWUC,2-1088
Lo que no es prólogo en este libro sobre la vivienda social,0,2014,fQNAKQ3IYiAC,2-1089
Valores patrimoniales en la arquitectura universitaria,0,2014,8k81kl-MbHgC,2-1090
"Arquitectura, institución y administración en Sevilla. A cuenta de los edificios de la Junta de Andalucía en los Bermejales. Fernando Carrascal y José Mª Fernández de la Puente …",0,2014,0EnyYjriUFMC,2-1091
La participación internacional y colonial en la Exposición Iberoamericana de Sevilla de 1929,0,2013,BqipwSGYUEgC,2-1092
Historia y ciencias sociales: América Latina,0,2013,vRqMK49ujn8C,2-1093
Aníbal González revistado: notas críticas y autocríticas,0,2013,a0OBvERweLwC,2-1094
Sevilla 1986-1992-2002: una mirada sintética,0,2013,hMod-77fHWUC,2-1095
Sevilla 92: Arquitectura y ciudad,0,2012,ldfaerwXgEUC,2-1096
"BLAs InfAnTe, LA CAsA de LA ALegRíA ReCuPeRAdA",0,2012,35N4QoGY0k4C,2-1097
La arquitectura de la democracia en Andalucía,0,2012,MXK_kJrjxJIC,2-1098
La documentación de la arquitectura contemporánea en España y Andalucía; desde  50 años de arquitectura en Andalucía  al RAAC,0,2012,W7OEmFMy1HYC,2-1099
Arquitectura y ciudad en Sevilla. Industria y pasaje cultural,0,2011,g5m5HwL7SMYC,2-1100
"Blas Infante, la"" Casa de la Alegría"" recuperada",0,2010,fPk4N6BV_jEC,2-1101
"Monumento mutante. Palacio de San Telmo, Sevilla",0,2010,LkGwnXOMwfcC,2-1102
Retórica del progreso: Paradojas patrimoniales entre arquitectura moderna y técnica,0,2008,geHnlv5EZngC,2-1103
Pueblos de colonización,0,2008,XiSMed-E-HIC,2-1104
El Guadalquivir vía de comunicación privilegiada: el frustrado proyecto de nueva canalización de 1624.,0,2007,u_35RYKgDlwC,2-1105
La arquitectura en la prensa. Celebrando la contribución del Diario de Sevilla.,0,2007,M05iB0D1s5AC,2-1106
"Teorías e historia de la Arquitectura:(hacia una nueva concepción del espacio arquitectónico). Manfredo Tafuri. Barcelona, Laia, 1972",0,2007,ns9cj8rnVeAC,2-1107
Manantial de energías: arquitectura contemporánea del Manifiesto de la Alhambra,0,2006,e5wmG9Sq2KIC,2-1108
Testimonios de la cooperación patrimonial exterior de España,0,2005,7PzlFSSx8tAC,2-1109
El pensamiento de Ignasi de Solá-Morales i Rubio;: su contribución desde la perspectiva de la unión de las artes.,0,2004,4OULZ7Gr8RgC,2-1110
Arquitectura rural y Segunda Républica,0,2004,RGFaLdJalmkC,2-1111
La conservación y restauración del patrimonio inmueble en España. El caso del Teatro Romano de Sagunto,0,2004,YFjsv_pBGBYC,2-1112
Arquitectura judicial: Reflexiones desde Andalucía,0,2003,f2IySw72cVMC,2-1113
Recuerdos castellanomanchegos de un estudiante de arquitectura de los años sesenta.,0,2003,9ZlFYXVOiuMC,2-1114
Plan y proyecto para la ciudad y la arqueología: un esbozo de ideas,0,2003,ufrVoPGSRksC,2-1115
Idea y proyecto en la obra de Manuel Portaceli,0,2002,Y0pCki6q_DkC,2-1116
"La"" década confusa"": campos de interés teórico en la arquitectura española de los años sesenta",0,2002,u-x6o8ySG0sC,2-1117
"Fundación Casa Álvarez de Toledo y Mencos, San Isidoro del Campo, Santiponce, Sevilla: 1991-1999, con Víctor Pérez Escolano",0,2001,isC4tDSrTZIC,2-1118
"Hotel y ordenación Plaza de Armas, Sevila: 1989-1992, con Víctor Pérez Escolano",0,2001,WF5omc3nYNoC,2-1119
La condición histórica de la arquitectura modernista en España,0,2000,cFHS6HbyZ2cC,2-1120
"La obra olvidada: Casa Duclós en Sevilla, 1930",0,1999,L8Ckcad2t8MC,2-1121
El devenir histórico del proyecto urbano,0,1999,kNdYIx-mwKoC,2-1122
"La obra olvidada: Casa Duclós en Sevilla, 1930 (reedición)",0,1999,5nxA0vEk-isC,2-1123
Arquitectura sevillana de los siglos XVI y XVII,0,1999,9yKSN-GCB0IC,2-1124
Sevilla al final del siglo XX,0,1998,_xSYboBqXhAC,2-1125
Del fascismo al franquismo: la idea de arquitectura en España (1928-1950),0,1998,Zph67rFs4hoC,2-1126
Acerca de la arquitectura moderna en Castilla-La Mancha,0,1998,Se3iqnhoufwC,2-1127
Debate: América: vivienda y ciudad/vivienda y espacio público/vivienda,0,1997,LPZeul_q3PIC,2-1128
Debate: vivienda,0,1997,5Ul4iDaHHb8C,2-1129
Vivienda,0,1997,8AbLer7MMksC,2-1130
Complejo de viviendas Los Diez Mandamientos,0,1996,nb7KW1ujOQ8C,2-1131
Universidad Laboral,0,1996,P5F9QuxV20EC,2-1132
El registro de arquitectura del movimiento moderno,0,1996,1sJd4Hv_s6UC,2-1133
Edificio de viviendas y locales,0,1996,CHSYGLWDkRkC,2-1134
Casa Duclós,0,1996,xtRiw3GOFMkC,2-1135
Estación central de autobuses de El Prado de San Sebastián,0,1996,NhqRSupF_l8C,2-1136
Arquitectura y Movimiento Moderno en Andalucía,0,1996,70eg2SAEIzsC,2-1137
Encuentros y deseencuentros entre pasado y porvenir. Un apunte,0,1994,WbkHhVStYXYC,2-1138
Musealizar versus museificar. Destino y Riesgo de la ciudad contemporánea.,0,1994,Tiz5es2fbqcC,2-1139
Arquitectura hacia el bienestar,0,1994,maZDTaKrznsC,2-1140
Rehabilitación del Teatro Lope de Vega (Sevilla),0,1994,qjMakFHDy7sC,2-1141
Un nuevo horizonte ante el final de siglo,0,1993,zA6iFVUQeVQC,2-1142
Andalucia. Una arquitectura nada natural,0,1993,ZHo1McVdvXMC,2-1143
La arquitectura de la Exposición Iberoamericana,0,1993,M3NEmzRMIkIC,2-1144
La arquitectura de la Exposición Universal,0,1993,r0BpntZqJG4C,2-1145
La vicisitud de la exposición y la capitalidad de Andalucía,0,1993,HDshCWvjkbEC,2-1146
Apéndice: un ensayo bibliográfico acerca de Sevilla 1992,0,1993,QIV2ME_5wuYC,2-1147
Los grandes temas estructurales,0,1993,KlAtU1dfN6UC,2-1148
La Exposición Universal Sevilla 1992,0,1993,eQOLeE2rZwMC,2-1149
Ciudad y espacios de comercio en la España del siglo XVI: una aproximación al hilo de la Lonja de Mercaderes de Sevilla,0,1993,IjCSPb-OGe4C,2-1150
El río Guadalquivir y la dimensión metropolitana de la Exposición Universal,0,1993,d1gkVwhDpl0C,2-1151
La Sevilla del futuro. Crónica de una transformación urbana,0,1992,J_g5lzvAfSwC,2-1152
Sevilla 1992: la transformación arquitectónica y urbana,0,1992,TFP_iSt0sucC,2-1153
La Renovación española de Camillo Sitte,0,1992,mVmsd5A6BfQC,2-1154
Territorio y ciudad,0,1992,UebtZRa9Y70C,2-1155
El pabellón de Sevilla en la Exposición Iberoamericana de 1929,0,1992,UeHWp8X0CEIC,2-1156
"Arquitectura Valenciana: la década de los ochenta; IVAM, Centre del Carme 13 marzo/21 abril, 1991",0,1991,D_sINldO8mEC,2-1157
La Arquitectura reactivada. Diez años de arquitectura valenciana,0,1991,pyW8ca7W8N0C,2-1158
La arquitectura sevillana actual,0,1988,qUcmZB5y_30C,2-1159
Arquitectura Atlántica: la obra de Antonio González Cordón en Rota,0,1988,4TOpqqG69KYC,2-1160
"Les echelles du baroque, París XIV 1985, Francia",0,1986,SP6oXDckpogC,2-1161
La Plaza de España,0,1986,hqOjcs7Dif8C,2-1162
La evolución del pensamiento venturiano desde sus textos,0,1985,abG-DnoFyZgC,2-1163
En defensa del proyecto moderno,0,1983,_FxGoFyzp5QC,2-1164
"Entrevista a Víctor Pérez Escolano, Arquitecto, Concejal Delegado de Urbanismo del Ayuntamiento de Sevilla",0,1982,pqnbT2bcN3wC,2-1165
Reivindicación de otro punto de vista,0,1981,uWQEDVKXjbEC,2-1166
ANNUS MIRABILIS (1625). LA MUERTE EN BAHIA DE JUAN DE OVIEDO Y DE LA BANDERA,0,1981,ZeXyd9-uunAC,2-1167
Sobre la influencia de Palladio en Sevilla,0,1980,2P1L_qKh6hAC,2-1168
La escuela del «toreo de salón». La arquitectura joven sevillana,0,1978,OU6Ihb5iCvQC,2-1169
Casa Lleó,0,1978,R3hNpaxXUhUC,2-1170
"Arquitectura en Sevilla: M. Trillo de Leyva, G. Díaz Recasens, F. Villanueva Sandino, F. Barrionuevo Ferrer, A. Barrionuevo Ferrer, F. Torres Martínez, A. Cruz Villalón, A …",0,1978,aqlVkmm33-oC,2-1171
Arte de estado frente a la cultura conservadora: La idea de arquitectura como reflejo de la crisis de hegemonía en el bloque dominante en el primer franquismo.,0,1976,p2g8aNsByqUC,2-1172
Juan de Oviedo: 1565-1625: arquitecto en la Sevilla de los Austrias,0,1975,j3f4tGmQtD8C,2-1173
La arquitectura de A. Fernández Alba en el museo,0,1973,dhFuZR0502QC,2-1174
Un Arquitecto y un libro: Manfredo Tafuri,0,1973,YsMSGLbcyi4C,2-1175
La arquitectura de Anibal González,0,1969,Wp0gIr-vW9MC,2-1176
La mirada de los adolescentes al modelo de habilidades para la vida,34,2018,YsMSGLbcyi4C,2-1177
Desarrollo de habilidades para la vida en la prevención del consumo de sustancias psicoactivas: un enfoque crítico al modelo existente,33,2018,UeHWp8X0CEIC,2-1178
Diversidad funcional e inclusión en Instituciones de Educación Superior (IES) en Medellín,17,2019,roLk4NBRz8UC,2-1179
¿Qué tan informados están los empleadores a la hora de contratar personas con diversidad funcional?,2,2018,WF5omc3nYNoC,2-1180
Pictogramas en la tecnología y sus significados en las relaciones de pareja,1,2021,ULOm3_A8WrAC,2-1181
"Diversidad funcional, emergente de un enfoque de derechos y autodeterminación",1,2020,Se3iqnhoufwC,2-1182
"CUIDADORES, FUNCIÓN INHIBIDORA O AUTODETERMINADA DE LA SEXUALIDAD EN LA DIVERSIDAD FUNCIONAL",1,2018,LkGwnXOMwfcC,2-1183
Diversidad funcional y bienestar universitario más allá de la legislación: de la utopía de las leyes a la realidad de la educación superior en Colombia,1,2017,2osOgNQ5qMEC,2-1184
Percepciones docentes respecto a la diversidad funcional,1,2017,9yKSN-GCB0IC,2-1185
SEXTING: FACTORES DE RIESGO EN ADULTOS ENTRE 18 Y 40 AÑOS,0,2022,4DMP91E08xMC,2-1186
DEL CORTEJO AL AMOR TECNOLÓGICO: NUEVAS CONEXIONES EN LAS RELACIONES DE PAREJA.,0,2021,YOwf2qJgpHMC,2-1187
"Sentidos de vida, autodeterminación y diversidad funcional",0,2021,_kc_bZDykSQC,2-1188
El suicidio. Una mirada integral e integradora,0,2020,kNdYIx-mwKoC,2-1189
El suicidio,0,2020,4TOpqqG69KYC,2-1190
What adolescents think of the Life Skills model,0,2018,_FxGoFyzp5QC,2-1191
Life skills development in the prevention of consumption of psychoactive substances: a critical approach of the existing model,0,2018,eQOLeE2rZwMC,2-1192
"Sentidos de vida, autodeterminación y diversidad funcional",0,2017,u-x6o8ySG0sC,2-1193
Diversidad funcional y bienestar universitario más allá de la legislación: de la utopía de las leyes a la realidad de la educación superior en Colombia,0,2017,MXK_kJrjxJIC,2-1194
"Sentidos de vida, autodeterminación y diversidad funcional",0,2015,u5HHmVD_uO8C,2-1195
"El investigador cualitativo,¿ rol o estilo de vida?",0,2013,d1gkVwhDpl0C,2-1196
Una aproximación teórica a la configuración de la relación entre ambientes educativos y estilos de vida saludable en el contexto de la educación superior de Colombia a partir …,0,2006,3fE2CSJIrl8C,2-1197
Aproximaciones epistemológicas y conceptuales de la conducta prosocial,55,2017,u-x6o8ySG0sC,2-1198
Motivaciones prosociales y desconexión moral en adolescentes desvinculados de grupos armados ilegales,13,2019,zYLM7Y9cAGgC,2-1199
Educación asistida con perros,4,2019,d1gkVwhDpl0C,2-1200
Evolución del estudio sobre el efecto de la crianza en las conductas prosociales en la infancia y la adolescencia: una revisión sistemática,2,2021,YsMSGLbcyi4C,2-1201
Epistemológica! and conceptual approaches of the prosocial behavior,2,2017,u5HHmVD_uO8C,2-1202
THE ASSOCIATION BETWEEN BULLYING AND CYBERBULLYING AT SCHOOL AND THE PREDICTOR EFFECT OF MORAL DISENGAGEMENT: A BIBLIOMETRIC REVIEW BASED ON GRAPH THEORY,1,2022,LkGwnXOMwfcC,2-1203
La asociación entre acoso y ciberacoso escolar y el efecto predictor de la desconexión moral: una revisión bibliométrica basada en la teoría de grafos,0,2022,ufrVoPGSRksC,2-1204
Evolution of the Study on the Effect of Parenting on Prosocial Behaviours in Childhood and Adolescence: Systematic Review,0,2021,eQOLeE2rZwMC,2-1205
Evolución de la investigación sobre la cognición canina. Una revisión sistemática utilizando la teoría de grafos,0,2021,WF5omc3nYNoC,2-1206
Prosocial motivations and moral disengagement in adolescents disengaged from illegal armed groups,0,2019,W7OEmFMy1HYC,2-1207
Convidarte para la paz: propuesta formativa ciudadana para primera infancia,0,NA,Tyk-4Ss8FVUC,2-1208
La mirada de los adolescentes al modelo de habilidades para la vida,34,2018,Y0pCki6q_DkC,2-1209
Desarrollo de habilidades para la vida en la prevención del consumo de sustancias psicoactivas: un enfoque crítico al modelo existente,33,2018,IjCSPb-OGe4C,2-1210
Experiencias de reconocimiento vividas por los niños en sus familias,19,2015,u-x6o8ySG0sC,2-1211
Situaciones y retos de la investigación en Latinoamérica,15,2018,zYLM7Y9cAGgC,2-1212
Narrativas de reconocimiento de adultos con discapacidad: hacia una vida independiente| Recognition narratives for adults with disabilities: towards independent living,6,2020,hqOjcs7Dif8C,2-1213
Vivencias de reconocimiento y compasión de personas en condición de discapacidad. Hacia la autonomía y la vida independiente,5,2019,roLk4NBRz8UC,2-1214
El lugar de la subjetividad de las madres en los procesos psicopedagógicos de niños con necesidades educativas especiales,5,2019,eQOLeE2rZwMC,2-1215
Caracterización psicosocial de mujeres adolescentes recluidas por conductas delictivas en la ciudad de Medellín,5,2016,UeHWp8X0CEIC,2-1216
"La familia como espacio de socialización política: prácticas de crianza que forman a niños y niñas en cuidado, reconocimiento y compasión",4,2016,9yKSN-GCB0IC,2-1217
Cuando las élites hegemónicas construyen enemigos,2,2019,WF5omc3nYNoC,2-1218
Sobre la lucha de Ser Mujeres: subjetividades políticas femeninas,1,2021,_kc_bZDykSQC,2-1219
Investigar en Psicología. Retos en un mundo cambiante,1,2018,Tyk-4Ss8FVUC,2-1220
De la complejidad y su diversidad de concepciones,0,2022,QIV2ME_5wuYC,2-1221
Vivencias de participación y exclusión socio-laboral en jóvenes con discapacidad intelectual,0,2022,dhFuZR0502QC,2-1222
Experiencias de cuidado y configuraciones subjetivas de madres de niños y niñas con discapacidad,0,2022,mVmsd5A6BfQC,2-1223
El entre-nos femenino: Una promesa política,0,2022,Wp0gIr-vW9MC,2-1224
Political-Pedagogical Character of the Collective Actions of the Popular Bars,0,2021,M3ejUd6NZC8C,2-1225
La asamblea de deliberación: estrategia para la edificación de acuerdos comunitarios,0,2021,Zph67rFs4hoC,2-1226
"Diagnósticos, atenção e cuidado: histórias de mães de crianças com necessidades educacionais especiais",0,2020,YOwf2qJgpHMC,2-1227
"Diagnoses, attention and care: stories of mothers of children with Special Educational Needs",0,2020,ULOm3_A8WrAC,2-1228
"Diagnósticos, atención y cuidado: relatos de madres de niños con Necesidades Educativas Especiales",0,2020,3fE2CSJIrl8C,2-1229
Narrativas de reconocimiento de adultos con discapacidad: hacia una vida independiente,0,2020,UebtZRa9Y70C,2-1230
"Diagnósticos, atención y cuidado: relatos de madres de niños con Necesidades Educativas Especiales",0,2020,qxL8FJ1GzNcC,2-1231
Sentidos de comunidad y construcción de paz,0,2020,0EnyYjriUFMC,2-1232
La experiencia del teatro: resignificación de historias y configuación de subjetividades políticas de mujeres víctimas del conflicto armado,0,2019,LkGwnXOMwfcC,2-1233
El lugar de la subjetividad de las madres en los procesos psicopedagógicos de niños con necesidades educativas especiales,0,2019,ufrVoPGSRksC,2-1234
What adolescents think of the Life Skills model,0,2018,YsMSGLbcyi4C,2-1235
Life skills development in the prevention of consumption of psychoactive substances: a critical approach of the existing model,0,2018,W7OEmFMy1HYC,2-1236
RECOGNITION EXPERIENCES FELT BY CHILDREN IN THEIR FAMILIES,0,2015,2osOgNQ5qMEC,2-1237
ARTÍCULO CONCEPTUAL,0,2015,u5HHmVD_uO8C,2-1238
"Diagnósticos, atención y cuidado",0,NA,aqlVkmm33-oC,2-1239
Una mirada del habitante de calle más allá del estigma social. Aportes a la política pública social,0,NA,qjMakFHDy7sC,2-1240
PROYECTO DE INVESTIGACIÓN,0,NA,d1gkVwhDpl0C,2-1241
Adolescentes en Internet: la mediación entre riesgos y oportunidades,15,2020,u-x6o8ySG0sC,2-1242
Situaciones y retos de la investigación en Latinoamérica,15,2018,UeHWp8X0CEIC,2-1243
La Apropiación Social y Espacial de Vivienda de Interés Prioritario (VIP): Casos Las Flores y La Aurora en la Ciudad de Medellín,3,2020,2osOgNQ5qMEC,2-1244
"Aproximaciones al Duelo Migratorio de los Venezolanos Residentes en la Ciudad de Medellin, Colombia: Un Estudio Cualitativo.",2,2021,eQOLeE2rZwMC,2-1245
Pluridiscursividad de la noción de vida cotidiana en las ciencias sociales,2,2017,d1gkVwhDpl0C,2-1246
"Atrapados y sin Salida: Explotación Delictiva de Niñas, Niños, y Adolescentes Venezolanos Migrantes Indocumentados en Colombia",1,2021,LkGwnXOMwfcC,2-1247
La escuela y la migración: experiencias de niños venezolanos en Colombia,1,2021,_FxGoFyzp5QC,2-1248
Transformaciones de la investigación jurídica y sociojurídica en derecho en tres subregiones andinas de Colombia,1,2021,Se3iqnhoufwC,2-1249
Perceived Social Support and Risk of Cyberbullying in Adolescents: A Systematic Review.,0,2022,kNdYIx-mwKoC,2-1250
Tendencias de investigación en Psicología Ambiental. Una revisión sistemática cualitativa (2009–2020),0,2022,MXK_kJrjxJIC,2-1251
"Psicología ambiental, volumen II. Experiencias, diálogos y perspectivas de investigación",0,2022,8k81kl-MbHgC,2-1252
Psicología Ambiental: ¿qué es y para qué?,0,2022,5nxA0vEk-isC,2-1253
"Psicología ambiental, volumen I. Experiencias, diálogos y perspectivas académicas",0,2022,0EnyYjriUFMC,2-1254
Risks on the Internet: the role of family support in Colombian adolescents,0,2021,zYLM7Y9cAGgC,2-1255
Revista Colombiana,0,2020,u5HHmVD_uO8C,2-1256
¿ Identidad verdadera o idealizada? Proyección de la identidad en Facebook,0,2019,9yKSN-GCB0IC,2-1257
Investigación formativa: dinámicas y escenarios críticos,0,2018,qjMakFHDy7sC,2-1258
TRANSFORMACIONES DE LA INVESTIGACIÓN JuRÍDICA Y SOCIOJuRÍDICA DE LA SuBREGIÓN DEL EJE CAFETERO DE COLOMBIA ENTRE LOS AÑOS 2008-20181,0,NA,3fE2CSJIrl8C,2-1259
"Los desencuentros de la planeación con el espacio vivido en las viviendas de interés prioritario (VIP) en Medellín, Colombia",0,NA,W7OEmFMy1HYC,2-1260
El Desplazamiento Forzado en Colombia: Experiencias y Categorias Para Una Antropología de lo Efimero. 2000 - 2012,0,2018,2osOgNQ5qMEC,2-1261
Hacia una pedagogía sociocultural∙ 5,0,2016,UeHWp8X0CEIC,2-1262
Entre lenguas y culturas,0,2016,IjCSPb-OGe4C,2-1263
