grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,categoria_revista,SJR_Q,cites,ano,vol,fasc,pags,DOI,autores,id
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,De Apologética Trinitaria al Diálogo Interreligioso,Chile,Teologia y Vida ,0717-6295,C,Q3,NA,2016,57,1 ,95 - 115, http://dx.doi.org/10.4067/S0049-34492016000100004,JUAN CARLOS MUNERA MONTOYA,129
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Ludwig Wittgenstein: trascendiendo los límites de la cultura,Costa Rica,Revista De Filosofía De La Universidad De Costa Rica ,0034-8252,Sin categorÃ­a,Sin categorÃ­a,0,2016,55,N/A ,111 - 119,N/A,DAVID ESTEBAN ZULUAGA MESA,130
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Per Se,Colombia,Perseitas ,2346-1780,C,Sin categorÃ­a,1,2016,4,N/A ,11 - 13, http://dx.doi.org/10.21501/23461780.1800,DAVID ESTEBAN ZULUAGA MESA,131
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Leyendo a Heidegger,Colombia,Perseitas ,2346-1780,C,Sin categorÃ­a,1,2016,4,N/A ,15 - 27,https://doi.org/10.21501/issn.2346-1780,ANDRES ALFREDO CASTRILLON CASTRILLON,132
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Concepción de la ley israelita en el nuevo testamento y la concepción que de ella tiene Jesús,Colombia,Cuestiones Teológicas ,0120-131X,B,Sin categorÃ­a,0,2015,42,N/A ,483 - 510,,CAROLINA VILA PORRAS,133
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,"Juegos Filosóficos, una apuesta hacia la educación del siglo XXI",Colombia,Analisis ,0120-8454,C,Sin categorÃ­a,NA,2015,47,86 ,119 - 139,,"PAOLA GIRALDO TOBON, ERLEYSSON MUNOZ GUTIERREZ",135
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Posibilidades y obstáculos de la epistemología en la comprensión de la experiencia mística,Colombia,Escritos ,0120-1263,A2,Sin categorÃ­a,2,2015,23, ,109 - 134,,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,136
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Liberación y desautomatización. La experiencia mística en perspectiva naturalizada,Colombia,Ideas y Valores ,0120-0062,A2,Q4,0,2014,63, ,145 - 164,,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,137
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Experiencia mística: hacia una definición naturalizada,Colombia,Praxis Filosófica ,0120-4688,A2,Sin categorÃ­a,9,2014,39, ,135 - 155,,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,138
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Bioética y tecnología digital: una puerta a la investigación desde la perspectiva de las ciencias sociales,Colombia,Produccion y Limpia ,1909-0455,A2,Sin categorÃ­a,NA,2014,9,"NA ",101 - 117,,"GONZALO JIMENEZ JARAMILLO, CONRADO DE JESUS GIRALDO ZULUAGA",139
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Contra intelectuales o la importancia de la filosofía,Colombia,Escritos ,0120-1263,A2,Sin categorÃ­a,0,2014,22,N/A ,519 - 520,N/A,DAVID ESTEBAN ZULUAGA MESA,140
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,El vacío existencial y la pérdida del sentido de vida en el sujeto posmoderno: retos para el cristianismo del siglo XXI,Colombia,Cuestiones Teológicas ,0120-131X,B,Sin categorÃ­a,NA,2014,41,N/A ,425 - 444,,PAULA ANDREA GIRALDO PATINO,141
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Hölderlin: sobre la religión,Colombia,Perseitas ,2346-1780,C,Sin categorÃ­a,5,2014,2,N/A ,153 - 167,10.21501/23461780.1299,ANDRES ALFREDO CASTRILLON CASTRILLON,142
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Técnicas de reproducción asistida human ¿Disgregación del cuerpo femenino?,Colombia,Revista Lasallista de Investigacion ,1794-4449,A2,Q4,NA,2014,11,1 ,225 - 225,,VERONICA NARANJO QUINTERO,143
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Ser cristiano hoy a partir de la práctica de las bienaventuranzas,Colombia,Cuestiones Teológicas ,0120-131X,B,Sin categorÃ­a,1,2014,41,95 ,167 - 190,,CAROLINA VILA PORRAS,144
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),¿Y dónde quedó la universidad?,Colombia,Perseitas ,2346-1780,C,Sin categorÃ­a,1,2014,2,N/A ,7 - 9, http://dx.doi.org/10.21501/23461780.1125,DAVID ESTEBAN ZULUAGA MESA,145
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Los sofistas: maestros de la areté política en la paideia griega,Colombia,Perseitas ,2346-1780,C,Sin categorÃ­a,9,2014,2,N/A ,37 - 61,http://dx.doi.org/10.21501/23461780.1128,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,146
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,La epistemología evolucionista y el sentido de la verdad en Karl Popper,Colombia,Escritos ,0120-1263,A2,Sin categorÃ­a,NA,2013,21,N/A ,449 - 462,,JESUS DAVID GIRADO SIERRA,147
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),La teología como ciencia aplicada al deporte,Brasil,Revista Brasileira De Ciência & Movimento ,0103-1716,C,Q4,NA,2013,10,21 ,170 - 170,,JONATHAN ANDRES RUA PENAGOS,148
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,"De la exégesis de las bienaventuranzas a su praxis cristiana. Mt 5, 3-10",Colombia,Cuestiones Teológicas ,0120-131X,B,Sin categorÃ­a,8,2013,40,N/A ,173 - 196,,CAROLINA VILA PORRAS,149
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Mística y espiritualidad deportivas,Colombia,Viref Revista De Educación Física ,2322-9411,Sin categorÃ­a,Sin categorÃ­a,NA,2013,2,2 ,24 - 34,,JONATHAN ANDRES RUA PENAGOS,150
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,El papel de la emoción y los procesos cognitivos en la construcción de textos e hipertextos: la descentralización del pensamiento en el actuar humano,Colombia,Poiésis: Revista Electrónica de Psicología Social ,1692-0945,Sin categorÃ­a,Sin categorÃ­a,NA,2013,13,25 ,1 - 11,10.21501/16920945.643,JONATHAN ANDRES RUA PENAGOS,151
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,La gimnasia como ejercicio espiritual en Platón,Colombia,Viref Revista De Educación Física ,2322-9411,Sin categorÃ­a,Sin categorÃ­a,NA,2013,2,1 ,128 - 135,,JONATHAN ANDRES RUA PENAGOS,152
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Pasividad mística y desautomatización: una comprensión naturalizada de la experiencia mística,Colombia,Co-herencia ,1794-5887,A2,Q4,3,2012,9,17 ,195 - 217,,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,153
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Conocimiento como reconocimiento en el pensamiento místico-filosófico de la India: una comprensión intercultural a partir del pensamiento de Raimon Panikkar,Colombia,Colección Teología Y Sociedad ,1794-4325,Sin categorÃ­a,Sin categorÃ­a,NA,2012,10,10 ,71 - 88,,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,154
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Teología y deporte: análisis crítico del deporte en Colombia a la luz de la fe,Colombia,Educación Física Y Deporte ,0120-677X,B,Sin categorÃ­a,NA,2012,31,1 ,873 - 880,,JONATHAN ANDRES RUA PENAGOS,155
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Teología cuerpos femeninos,Colombia,La Voz Del Semillero ,2011-8015,Sin categorÃ­a,Sin categorÃ­a,NA,2012,5,N/A ,44 - 52,,VERONICA NARANJO QUINTERO,157
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Presupuestos antropológicos y epistemológicos para una Teología del Deporte,Colombia,Cuestiones Teológicas ,0120-131X,B,Sin categorÃ­a,NA,2012,39,91 ,139 - 158,,JONATHAN ANDRES RUA PENAGOS,158
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,¿Psicología del deporte o lavado de cerebro?,Colombia,Poiésis: Revista Electrónica de Psicología Social ,1692-0945,Sin categorÃ­a,Sin categorÃ­a,NA,2011,11,22 ,1 - 7,10.21501/16920945.229,JONATHAN ANDRES RUA PENAGOS,159
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Experiencia mística y epistemología: un diálogo entre ciencia y misticismo,Colombia,Colección Teología Y Sociedad ,1794-4325,Sin categorÃ­a,Sin categorÃ­a,NA,2011,9,9 ,69 - 89,,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,160
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,"Mujer, deporte y teología",Colombia,La Voz Del Semillero ,2011-8015,Sin categorÃ­a,Sin categorÃ­a,NA,2011,4,N/A ,60 - 68,,JONATHAN ANDRES RUA PENAGOS,161
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,"Participación, construcción de ciudadanía e instituciones: conceptualizaciones para adelantar una investigación en el municipio de Sabaneta*",Colombia,Revista Ces Derecho ,2145-7719,Sin categorÃ­a,Sin categorÃ­a,1,2011,2,N/A ,43 - 57,,MARIA TERESA CASTRILLON ALZATE,162
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,La importancia de la actividad física en la formación de los consagrados al Señor,Colombia,Vida Consagrada ,1900-4265,Sin categorÃ­a,Sin categorÃ­a,NA,2010,6,N/A ,124 - 139,,JONATHAN ANDRES RUA PENAGOS,163
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Lo místico y el Tractatus: origen y estructura,Colombia,Vida Consagrada ,1900-4265,Sin categorÃ­a,Sin categorÃ­a,NA,2010,6,6 ,140 - 163,,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,164
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Nuevos movimientos apostólicos al interior de la iglesia que reconfiguran las expresiones de fe. Incidencia en la Iglesia particular de Medellín,Colombia,La Voz Del Semillero ,2011-8015,Sin categorÃ­a,Sin categorÃ­a,NA,2010,3,N/A ,76 - 87,,"JONATHAN ANDRES RUA PENAGOS, CLAUDIA PATRICIA ORTEGA DE CANO, HECTOR WILLIAM OCHOA ZAPATA, STEVE POBRE MORENO, IVAN DARIO TORO JARAMILLO, OMAR ARMANDO LONGAS RAMIREZ",165
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,"Estética, poética y hermenéutica",Colombia,Textos Y Argumentos ,1692-1135,Sin categorÃ­a,Sin categorÃ­a,NA,2008,13,N/A ,7 - 74,,"DAVID ESTEBAN ZULUAGA MESA, VICTOR RAUL JARAMILLO RESTREPO",166
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,El sentido de la pregunta por el sentido,Colombia,Revista Facultad De Filosofía Y Teología Universidad Luis Amigó ,1909-3918,Sin categorÃ­a,Sin categorÃ­a,NA,2008,3,N/A ,31 - 55,,DAVID ESTEBAN ZULUAGA MESA,167
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,La estértica en los griegos,Colombia,Revista Facultad De Filosofía Y Teología Universidad Luis Amigó ,1909-3918,Sin categorÃ­a,Sin categorÃ­a,NA,2007,2,2 ,251 - 259,,VICTOR RAUL JARAMILLO RESTREPO,168
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Estética y religión o el sentido del hombre. Consideraciones preliminares.,Colombia,Revista Facultad De Filosofía Y Teología Universidad Luis Amigó ,1909-3918,Sin categorÃ­a,Sin categorÃ­a,NA,2007,2,2 ,197 - 214,,DAVID ESTEBAN ZULUAGA MESA,169
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,El contexto actual de la teologia,Colombia,Revista Facultad De Filosofía Y Teología Universidad Luis Amigó ,1909-3918,Sin categorÃ­a,Sin categorÃ­a,NA,2006,1,1 ,N/A - 123,,FRANCISCO JAVIER CARMONA ROMERO,170
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Perspectiva y transmutaciòn,Colombia,"Universitas Científica, Revista De Divulgación Científica Y Académica Del Cidi ",1692-0155,Sin categorÃ­a,Sin categorÃ­a,NA,2005,VI, ,93 - 98,,BAYRON LEON OSORIO HERRERA,171
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Perspectiva y Nihilismo,Colombia,"Universitas Científica, Revista De Divulgación Científica Y Académica Del Cidi ",1692-0155,Sin categorÃ­a,Sin categorÃ­a,NA,2004,3, ,29 - 35,,BAYRON LEON OSORIO HERRERA,172
FILOSOFIA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Menander a commentary,Colombia,"Universitas Científica, Revista De Divulgación Científica Y Académica Del Cidi ",1692-0155,Sin informaciÃ³n,Sin categorÃ­a,NA,2002,1, ,104 - 104,,BAYRON LEON OSORIO HERRERA,173
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Tramas íntimas y políticas en la articulación de masculinidades alternativas,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,Sin categorÃ­a,Sin categorÃ­a,NA,2022,13,2 ,440 - 461,10.21501/22161201.3845,"MILTON DANILO MORALES HERRERA, JORGE ANDRES JIMENEZ RODAS",213
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,El proceso atencional en el trastorno dismórfico corporal,Colombia,Psicoespacios ,2145-2776,Sin categorÃ­a,Sin categorÃ­a,0,2022,16,28 ,1 - 9,,"DUBIS MARCELA RINCON BARRETO, LUISA FERNANDA CORREA PEREZ, JHOVANI ANDRES RAMIREZ ZUNIGA, MELISSA AMADO CALLEJAS",214
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,¿Interesa el amor a la filosofía? A propósito de una reflexión posible,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,B,Sin categorÃ­a,0,2022,66,N/A ,265 - 293,10.35575/rvucn.n66a11,GLORIA MARIA LOPEZ ARBOLEDA,215
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,El poder amar y el ser amado althusseriano: tránsitos y transformaciones en El porvenir es largo,Colombia,Perseitas ,2346-1780,C,Q4,0,2022,10,N/A ,53 - 79,10.21501/23461780.4172,GLORIA MARIA LOPEZ ARBOLEDA,216
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Relación entre rasgos de personalidad, toma de decisiones y la permanencia académica",Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,B,Sin categorÃ­a,0,2022,65,N/A ,263 - 283,10.35575/rvucn.n65a10,"DUBIS MARCELA RINCON BARRETO, ROLAN CORREA LOPEZ, DANIELA DIAZ",217
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Actitudes sexuales de acuerdo con el nivel de severidad del trauma craneoencefálico,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,Sin categorÃ­a,Sin categorÃ­a,NA,2022,13,1 ,22 - 42,10.21501/22161201.3527,"DUBIS MARCELA RINCON BARRETO, MARIA ROCIO ACOSTA BARRETO",218
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Familia. Lugar común para la prevención de sustancias psicoactivas en adolescentes,Colombia,Revista In Vestigium Ire ,2422-2151,Sin categorÃ­a,Sin categorÃ­a,0,2022,12,1 ,15 - 29,10.15658/10.15658/INVESTIGIUMIRE.221301.02,"ALEXANDER RODRIGUEZ BUSTAMANTE, LUISA FERNANDA CORREA PEREZ",219
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,LO SISTÉMICO ENTRE ESCUELA Y FAMILIA. UNIVERSOS POSIBLES,Colombia,Perseitas ,2346-1780,C,Q4,1,2021,9, ,373 - 388,10.21501/issn.2346-1780,"ALEXANDER RODRIGUEZ BUSTAMANTE, CARLOS MAURICIO AGUDELO GALLEGO, LUISA FERNANDA CORDOBA QUINTERO",221
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Emociones, creencias y actitudes del personal asistencial hacia habitantes de calle que usan drogas en Medellín, Colombia",Colombia,Revista Facultad Nacional De Salud Publica  ,2256-3334,B,Q4,1,2021,39,N/A ,1 - 11,,"MARICELLY GOMEZ VARGAS, ELIANA MARIA HERNANDEZ RAMIREZ, MARIA JIMENA OSORIO SALAZAR, ANDRES FELIPE TIRADO OTALVARO, JOSE SILVERIO ESPINAL BEDOYA, DANIEL RICARDO ZARAZA MORALES, LUCAS DAVILA CANAS, LUZ MERLY SALDARRIAGA AGUDELO",223
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Dynamic functional brain networks underlying the temporal inertia of negative emotions,Suiza,NeuroImage ,1053-8119,A1,Q1,NA,2021,240,N/A ,1 - 12,10.1016/j.neuroimage.2021.118377,JULIAN ALEJANDRO GAVIRIA LOPEZ,224
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,El agente educativo en la garantía de la protección integral de la primera infancia,Colombia,El Ágora Usb ,1657-8031,B,Sin categorÃ­a,0,2021,21,1 ,386 - 401,10.21500/16578031.4597,"YUSTY CAROLINA RESTREPO SEGURA, JOHN JAIRO GARCIA PENA",225
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Campañas educativas y de prevención. Una revisión sobre el consumo de sustancias psicoactivas en jóvenes universitarios de Colombia,Argentina,Interdisciplinaria ,1668-7027,B,Q3,2,2021,38,N/A ,199 - 208,10.16888/interd.2021.38.2.13,"EDWIN ANDRES SEPULVEDA CARDONA, SANDRA MILENA RESTREPO ESCOBAR",226
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Percepción de la permanencia académica en una muestra de estudiantes universitarios en República Dominicana,República Dominicana,Revista De Postgrado ,2306-3556,Sin categorÃ­a,Sin categorÃ­a,0,2021,9, ,1 - 7,,"ROLAN CORREA LOPEZ, DUBIS MARCELA RINCON BARRETO",227
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Educación, Familia y Escuela: Trazas sobre Ética y Estética",Chile,Revista Electrónica Gestión de las Personas y Tecnología ,0718-5693,Sin categorÃ­a,Sin categorÃ­a,0,2021,40,N/A ,60 - 77,,"ALEXANDER RODRIGUEZ BUSTAMANTE, GLORIA MARIA LOPEZ ARBOLEDA, WALTER BANOL LOPEZ, LUISA FERNANDA CORDOBA QUINTERO",229
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Dynamics of amygdala connectivity in bipolar disorders: a longitudinal study across mood states,Suiza,Neuropsychopharmacology ,1740-634X,A1,Q1,NA,2021,N/A,N/A ,1 - 9,10.1038/s41386-021-01038-x,JULIAN ALEJANDRO GAVIRIA LOPEZ,230
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Revisión (Survey),Síndrome amotivacional en consumidores crónicos de marihuana. Una revisión narrativa para la aproximación al concepto,Cuba,Revista Habanera de Ciencias Medicas ,1729-519X,C,Q4,1,2021,20,N/A ,1 - 16,,"SANDRA MILENA RESTREPO ESCOBAR, GUILLERMO ALONSO CASTANO PEREZ, ORLANDO SCOPPETTA DIAZ GRANADOS",231
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Revisión (Survey),Familia y escuela: educación afectivo-sexual en las escuelas de familia,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,Sin categorÃ­a,Sin categorÃ­a,17,2021,63,N/A ,312 - 344,10.35575/rvucn.n63a12,"ALEXANDER RODRIGUEZ BUSTAMANTE, JOHANNA JAZMIN ZAPATA POSADA, JENNY JOSEFINA VICUNA DE ROJAS",232
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Diseños curriculares e inteligencia social en zonas urbanas y rurales de Colombia,Colombia,"Cultura, Educación, Sociedad - Ces ",2145-9258,C,Sin categorÃ­a,4,2021,12,1 ,255 - 274,10.17981/12.1.2021.17,"YUSTY CAROLINA RESTREPO SEGURA, LEISY MAGDALI ARROYAVE TABORDA, JUAN CAMILO LOTERO FRANCO",233
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Desarrollo social y laboral de los posgraduados,Colombia,Actualidades Pedagógicas ,0120-1700,C,Sin categorÃ­a,0,2020,1,75 ,223 - 240,10.19052/ap.vol1.iss75.11,"DAVID IGNACIO MOLINA VELASQUEZ, LEISY MAGDALI ARROYAVE TABORDA, YUSTY CAROLINA RESTREPO SEGURA, JUAN SANTIAGO CALLE PIEDRAHITA",234
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,La educación superior en el contexto de la innovación,República Dominicana,Educación superior (Santiago) ,2071-1271,Sin categorÃ­a,Sin categorÃ­a,0,2020,30,N/A ,29 - 59,,"ALEXANDER RODRIGUEZ BUSTAMANTE, DUBIS MARCELA RINCON BARRETO, KATERINE RESTREPO GOMEZ, JOSE FEDERICO AGUDELO TORRES",235
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Trastorno dismórfico corporal: una revisión de las dimensiones clínicas, neurobiología y neuropsicología",Colombia,Cuadernos Hispanoamericanos De Psicología ,1657-3412,Sin categorÃ­a,Sin categorÃ­a,5,2020,19,1 ,1 - 16,10.18270/chps..v19i1.3133,"DUBIS MARCELA RINCON BARRETO, SANDRA MILENA RESTREPO ESCOBAR",237
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Exploración psicométrica sobre deficiencia motivacional en consumidores de marihuana,Argentina,Interdisciplinaria ,1668-7027,B,Q3,0,2020,37,1 ,1 - 17,10.16888/interd.2020.37.1.2,"SANDRA MILENA RESTREPO ESCOBAR, GUILLERMO ALONSO CASTANO PEREZ, ORLANDO SCOPPETTA DIAZ GRANADOS",238
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,La formación de terapeutas familiares en la Universidad Católica Luis Amigó Medellín-Colombia,Chile,Revista Electrónica Gestión de las Personas y Tecnología ,0718-5693,Sin categorÃ­a,Sin categorÃ­a,0,2020,38,N/A ,6 - 21,,"LEDY MARYORY BEDOYA CARDONA, ALEXANDER RODRIGUEZ BUSTAMANTE",239
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Representaciones sociales en un grupo de adolescentes frente a la primera experiencia de consumo de alcohol,Colombia,Psicoespacios ,2145-2776,Sin categorÃ­a,Sin categorÃ­a,1,2020,14, ,58 - 80,10.25057/21452776.1305,"JUAN SEBASTIAN MARIN RODRIGUEZ, DUBIS MARCELA RINCON BARRETO",240
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,TbCAPs: A toolbox for co-activation pattern analysis,,NeuroImage ,1095-9572,A1,Q1,NA,2020,211,N/A  ,1 - 11,10.1016/j.neuroimage.2020.116621,JULIAN ALEJANDRO GAVIRIA LOPEZ,241
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Neuropsychological profile of an adult with major neurocognitive disorder secondary to a primitive neuroectodermal tumor of the central nervous system,India,Journal Of Indian Psychology ,0972-5431,Sin categorÃ­a,Sin categorÃ­a,0,2020,8,2 ,1 - 21,10.25215/0802.010,"DUBIS MARCELA RINCON BARRETO, ELSY LORENA GARCIA ORTIZ",242
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Brain functional connectivity dynamics at rest in the aftermath of affective and cognitive challenges,,Human Brain Mapping ,1065-9471,A1,Q1,NA,2020,42,N/A  ,1 - 16,10.1002/hbm.25277,JULIAN ALEJANDRO GAVIRIA LOPEZ,243
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Caracterización de funciones frontales y ejecutivas en pacientes heroinómanos en tratamiento con metadona,Colombia,Psicoespacios ,2145-2776,Sin categorÃ­a,Sin categorÃ­a,1,2020,14,24 ,1 - 16,10.25057/21452776.1281,"DUBIS MARCELA RINCON BARRETO, MARYORIS ELENA ZAPATA ZABALA, JORGE MAURICIO CUARTAS ARIAS, LUISA FERNANDA CORREA PEREZ",246
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Cognitive Training for the Treatment of Addictions Mediated by Information and Communication Technologies (ICT),Suiza,Future Internet ,1999-5903,B,Q2,0,2020,12, ,1 - 19,10.3390/fi12020038,"DUBIS MARCELA RINCON BARRETO, SANDRA MILENA RESTREPO ESCOBAR, EDWIN ANDRES SEPULVEDA CARDONA",247
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Habitantes de calle en Medellín, Colombia: sus normas, derechos y deberes",,Equidad & Desarrollo ,1692-7311,C,Sin categorÃ­a,2,2020,35, , - ,10.19052/1692-7311,"LUCAS DAVILA CANAS, GUSTAVO ADOLFO CALDERON VALLEJO, MARICELLY GOMEZ VARGAS, MARIA JIMENA OSORIO SALAZAR, EMERSON JOSE CARO CENCIO",248
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Percepción de la Imagen corporal en universitarios de la Ciudad de Medellín,Colombia,Psicoespacios ,2145-2776,Sin categorÃ­a,Sin categorÃ­a,1,2019,14,N/A ,61 - 70,10.25057/21452776.1251,"DUBIS MARCELA RINCON BARRETO, CAROLINA SUAREZ MARTINEZ, RUTH DANIRYS MURILLO MOSQUERA, MARIA CAMILA NAVARRETE RUA, SARA PAOLA MESA BENITEZ, SARA CAMILA NARVAEZ ROLDAN",249
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Pensamiento crítico y creativo en la educación preescolar: algunos aportes desde la neuropsicopedagogia,Colombia,Katharsis ,0124-7816,Sin categorÃ­a,Sin categorÃ­a,10,2019,28,n/a ,59 - 89,10.25057/25005731.1258,"OLENA KLIMENKO KLIMENKO, CAMILA RESTREPO GUARIN, ANDREA ARISTIZABAL BEDOYA",250
