"","title","cites","year","pubid"
"1180","¿Qué tan informados están los empleadores a la hora de contratar personas con diversidad funcional?",2,2018,"WF5omc3nYNoC"
"1181","Pictogramas en la tecnología y sus significados en las relaciones de pareja",1,2021,"ULOm3_A8WrAC"
"1182","Diversidad funcional, emergente de un enfoque de derechos y autodeterminación",1,2020,"Se3iqnhoufwC"
"1183","CUIDADORES, FUNCIÓN INHIBIDORA O AUTODETERMINADA DE LA SEXUALIDAD EN LA DIVERSIDAD FUNCIONAL",1,2018,"LkGwnXOMwfcC"
"1184","Diversidad funcional y bienestar universitario más allá de la legislación: de la utopía de las leyes a la realidad de la educación superior en Colombia",1,2017,"2osOgNQ5qMEC"
"1185","Percepciones docentes respecto a la diversidad funcional",1,2017,"9yKSN-GCB0IC"
"1186","SEXTING: FACTORES DE RIESGO EN ADULTOS ENTRE 18 Y 40 AÑOS",0,2022,"4DMP91E08xMC"
"1187","DEL CORTEJO AL AMOR TECNOLÓGICO: NUEVAS CONEXIONES EN LAS RELACIONES DE PAREJA.",0,2021,"YOwf2qJgpHMC"
"1188","Sentidos de vida, autodeterminación y diversidad funcional",0,2021,"_kc_bZDykSQC"
"1189","El suicidio. Una mirada integral e integradora",0,2020,"kNdYIx-mwKoC"
"1190","El suicidio",0,2020,"4TOpqqG69KYC"
"1191","What adolescents think of the Life Skills model",0,2018,"_FxGoFyzp5QC"
"1192","Life skills development in the prevention of consumption of psychoactive substances: a critical approach of the existing model",0,2018,"eQOLeE2rZwMC"
"1193","Sentidos de vida, autodeterminación y diversidad funcional",0,2017,"u-x6o8ySG0sC"
"1194","Diversidad funcional y bienestar universitario más allá de la legislación: de la utopía de las leyes a la realidad de la educación superior en Colombia",0,2017,"MXK_kJrjxJIC"
"1195","Sentidos de vida, autodeterminación y diversidad funcional",0,2015,"u5HHmVD_uO8C"
"1196","El investigador cualitativo,¿ rol o estilo de vida?",0,2013,"d1gkVwhDpl0C"
"1197","Una aproximación teórica a la configuración de la relación entre ambientes educativos y estilos de vida saludable en el contexto de la educación superior de Colombia a partir …",0,2006,"3fE2CSJIrl8C"
"1198","Aproximaciones epistemológicas y conceptuales de la conducta prosocial",55,2017,"u-x6o8ySG0sC"
"1199","Motivaciones prosociales y desconexión moral en adolescentes desvinculados de grupos armados ilegales",13,2019,"zYLM7Y9cAGgC"
"1200","Educación asistida con perros",4,2019,"d1gkVwhDpl0C"
"1201","Evolución del estudio sobre el efecto de la crianza en las conductas prosociales en la infancia y la adolescencia: una revisión sistemática",2,2021,"YsMSGLbcyi4C"
"1202","Epistemológica! and conceptual approaches of the prosocial behavior",2,2017,"u5HHmVD_uO8C"
"1203","THE ASSOCIATION BETWEEN BULLYING AND CYBERBULLYING AT SCHOOL AND THE PREDICTOR EFFECT OF MORAL DISENGAGEMENT: A BIBLIOMETRIC REVIEW BASED ON GRAPH THEORY",1,2022,"LkGwnXOMwfcC"
"1204","La asociación entre acoso y ciberacoso escolar y el efecto predictor de la desconexión moral: una revisión bibliométrica basada en la teoría de grafos",0,2022,"ufrVoPGSRksC"
"1205","Evolution of the Study on the Effect of Parenting on Prosocial Behaviours in Childhood and Adolescence: Systematic Review",0,2021,"eQOLeE2rZwMC"
"1206","Evolución de la investigación sobre la cognición canina. Una revisión sistemática utilizando la teoría de grafos",0,2021,"WF5omc3nYNoC"
"1207","Prosocial motivations and moral disengagement in adolescents disengaged from illegal armed groups",0,2019,"W7OEmFMy1HYC"
"1208","Convidarte para la paz: propuesta formativa ciudadana para primera infancia",0,NA,"Tyk-4Ss8FVUC"
"1209","La mirada de los adolescentes al modelo de habilidades para la vida",34,2018,"Y0pCki6q_DkC"
"1210","Desarrollo de habilidades para la vida en la prevención del consumo de sustancias psicoactivas: un enfoque crítico al modelo existente",33,2018,"IjCSPb-OGe4C"
"1211","Experiencias de reconocimiento vividas por los niños en sus familias",19,2015,"u-x6o8ySG0sC"
"1212","Situaciones y retos de la investigación en Latinoamérica",15,2018,"zYLM7Y9cAGgC"
"1213","Narrativas de reconocimiento de adultos con discapacidad: hacia una vida independiente| Recognition narratives for adults with disabilities: towards independent living",6,2020,"hqOjcs7Dif8C"
"1214","Vivencias de reconocimiento y compasión de personas en condición de discapacidad. Hacia la autonomía y la vida independiente",5,2019,"roLk4NBRz8UC"
"1215","El lugar de la subjetividad de las madres en los procesos psicopedagógicos de niños con necesidades educativas especiales",5,2019,"eQOLeE2rZwMC"
"1216","Caracterización psicosocial de mujeres adolescentes recluidas por conductas delictivas en la ciudad de Medellín",5,2016,"UeHWp8X0CEIC"
"1217","La familia como espacio de socialización política: prácticas de crianza que forman a niños y niñas en cuidado, reconocimiento y compasión",4,2016,"9yKSN-GCB0IC"
"1218","Cuando las élites hegemónicas construyen enemigos",2,2019,"WF5omc3nYNoC"
"1219","Sobre la lucha de Ser Mujeres: subjetividades políticas femeninas",1,2021,"_kc_bZDykSQC"
"1220","Investigar en Psicología. Retos en un mundo cambiante",1,2018,"Tyk-4Ss8FVUC"
"1221","De la complejidad y su diversidad de concepciones",0,2022,"QIV2ME_5wuYC"
"1222","Vivencias de participación y exclusión socio-laboral en jóvenes con discapacidad intelectual",0,2022,"dhFuZR0502QC"
"1223","Experiencias de cuidado y configuraciones subjetivas de madres de niños y niñas con discapacidad",0,2022,"mVmsd5A6BfQC"
"1224","El entre-nos femenino: Una promesa política",0,2022,"Wp0gIr-vW9MC"
"1225","Political-Pedagogical Character of the Collective Actions of the Popular Bars",0,2021,"M3ejUd6NZC8C"
"1226","La asamblea de deliberación: estrategia para la edificación de acuerdos comunitarios",0,2021,"Zph67rFs4hoC"
"1227","Diagnósticos, atenção e cuidado: histórias de mães de crianças com necessidades educacionais especiais",0,2020,"YOwf2qJgpHMC"
"1228","Diagnoses, attention and care: stories of mothers of children with Special Educational Needs",0,2020,"ULOm3_A8WrAC"
"1229","Diagnósticos, atención y cuidado: relatos de madres de niños con Necesidades Educativas Especiales",0,2020,"3fE2CSJIrl8C"
"1230","Narrativas de reconocimiento de adultos con discapacidad: hacia una vida independiente",0,2020,"UebtZRa9Y70C"
"1231","Diagnósticos, atención y cuidado: relatos de madres de niños con Necesidades Educativas Especiales",0,2020,"qxL8FJ1GzNcC"
"1232","Sentidos de comunidad y construcción de paz",0,2020,"0EnyYjriUFMC"
"1233","La experiencia del teatro: resignificación de historias y configuación de subjetividades políticas de mujeres víctimas del conflicto armado",0,2019,"LkGwnXOMwfcC"
"1234","El lugar de la subjetividad de las madres en los procesos psicopedagógicos de niños con necesidades educativas especiales",0,2019,"ufrVoPGSRksC"
"1235","What adolescents think of the Life Skills model",0,2018,"YsMSGLbcyi4C"
"1236","Life skills development in the prevention of consumption of psychoactive substances: a critical approach of the existing model",0,2018,"W7OEmFMy1HYC"
"1237","RECOGNITION EXPERIENCES FELT BY CHILDREN IN THEIR FAMILIES",0,2015,"2osOgNQ5qMEC"
"1238","ARTÍCULO CONCEPTUAL",0,2015,"u5HHmVD_uO8C"
"1239","Diagnósticos, atención y cuidado",0,NA,"aqlVkmm33-oC"
"1240","Una mirada del habitante de calle más allá del estigma social. Aportes a la política pública social",0,NA,"qjMakFHDy7sC"
"1241","PROYECTO DE INVESTIGACIÓN",0,NA,"d1gkVwhDpl0C"
"1242","Adolescentes en Internet: la mediación entre riesgos y oportunidades",15,2020,"u-x6o8ySG0sC"
"1243","Situaciones y retos de la investigación en Latinoamérica",15,2018,"UeHWp8X0CEIC"
"1244","La Apropiación Social y Espacial de Vivienda de Interés Prioritario (VIP): Casos Las Flores y La Aurora en la Ciudad de Medellín",3,2020,"2osOgNQ5qMEC"
"1245","Aproximaciones al Duelo Migratorio de los Venezolanos Residentes en la Ciudad de Medellin, Colombia: Un Estudio Cualitativo.",2,2021,"eQOLeE2rZwMC"
"1246","Pluridiscursividad de la noción de vida cotidiana en las ciencias sociales",2,2017,"d1gkVwhDpl0C"
"1247","Atrapados y sin Salida: Explotación Delictiva de Niñas, Niños, y Adolescentes Venezolanos Migrantes Indocumentados en Colombia",1,2021,"LkGwnXOMwfcC"
"1248","La escuela y la migración: experiencias de niños venezolanos en Colombia",1,2021,"_FxGoFyzp5QC"
"1249","Transformaciones de la investigación jurídica y sociojurídica en derecho en tres subregiones andinas de Colombia",1,2021,"Se3iqnhoufwC"
"1250","Perceived Social Support and Risk of Cyberbullying in Adolescents: A Systematic Review.",0,2022,"kNdYIx-mwKoC"
"1251","Tendencias de investigación en Psicología Ambiental. Una revisión sistemática cualitativa (2009–2020)",0,2022,"MXK_kJrjxJIC"
"1252","Psicología ambiental, volumen II. Experiencias, diálogos y perspectivas de investigación",0,2022,"8k81kl-MbHgC"
"1253","Psicología Ambiental: ¿qué es y para qué?",0,2022,"5nxA0vEk-isC"
"1254","Psicología ambiental, volumen I. Experiencias, diálogos y perspectivas académicas",0,2022,"0EnyYjriUFMC"
"1255","Risks on the Internet: the role of family support in Colombian adolescents",0,2021,"zYLM7Y9cAGgC"
"1256","Revista Colombiana",0,2020,"u5HHmVD_uO8C"
"1257","¿ Identidad verdadera o idealizada? Proyección de la identidad en Facebook",0,2019,"9yKSN-GCB0IC"
"1258","Investigación formativa: dinámicas y escenarios críticos",0,2018,"qjMakFHDy7sC"
"1259","TRANSFORMACIONES DE LA INVESTIGACIÓN JuRÍDICA Y SOCIOJuRÍDICA DE LA SuBREGIÓN DEL EJE CAFETERO DE COLOMBIA ENTRE LOS AÑOS 2008-20181",0,NA,"3fE2CSJIrl8C"
"1260","Los desencuentros de la planeación con el espacio vivido en las viviendas de interés prioritario (VIP) en Medellín, Colombia",0,NA,"W7OEmFMy1HYC"
"1261","El Desplazamiento Forzado en Colombia: Experiencias y Categorias Para Una Antropología de lo Efimero. 2000 - 2012",0,2018,"2osOgNQ5qMEC"
"1262","Hacia una pedagogía sociocultural· 5",0,2016,"UeHWp8X0CEIC"
"1263","Entre lenguas y culturas",0,2016,"IjCSPb-OGe4C"
"1264","SILENCE, LANGUAGE AND NARRATIVE: INFLECTIONS AND ETHNOGRAPHY FROM THE ANTHROPOLOGIES OF VIOLENCE",0,2016,"qjMakFHDy7sC"
"1265","Los Lenguajes de la Educación: Una Mirada Pendular Entre las Pedagogías de las Diferencias y las Antropologías de la Violencia",0,2016,"9yKSN-GCB0IC"
"1266","Silencio, Lenguaje y Narrativa: Inflexiones y Etnografías Desde las Antropologías de la Violencia",0,2016,"u5HHmVD_uO8C"
"1267","El Mapa Como Mediación Visual y la Voz Como Itinerario: Instantáneas del Conflicto Armado en Caldas",0,2012,"d1gkVwhDpl0C"
"1268","El Fracaso de lo Imaginado: Gramáticas y Texturas del Pasado de las Víctimas de la Unión Patriótica en Manizales, Caldas, Desde 1985",0,2012,"u-x6o8ySG0sC"
"1269","El enigma y la formación del espíritu científico",5,2015,"eQOLeE2rZwMC"
"1270","LA MARIHUANA TAMBIÉN EVOCA EXPERIENCIAS PSÍQUICAS COLECTIVAS. IMÁGENES SIMBÓLICAS QUE SUBYACEN A LA EMBRIAGUEZ CON MARIHUANA",4,2010,"roLk4NBRz8UC"
"1271","LA FORMACIÓN DEL ESPÍRITU CIENTÍFICO Y EL DESARROLLO DE LA CONCIENCIA EN LA CIENCIA",3,2013,"Se3iqnhoufwC"
"1272","Pensamiento situado en"" Recuperar la tierra para recuperarlo todo"" en el pueblo originario Misak (Cauca), Colombia",1,2021,"MXK_kJrjxJIC"
"1273","Hermenéutica del Anime (Dibujo Animado Japonés): Lógica del Discurso Simbólico en Full Metal Alchemist",1,2011,"IjCSPb-OGe4C"
"1274","Imagination and its role in research and knowledge: the metaphor in the new scientific spirit",0,2022,"Zph67rFs4hoC"
"1275","Pensamento localizado na"" recuperação da terra para resgatar tudo"" no povo originário Misak (Cauca), Colômbia",0,2021,"KlAtU1dfN6UC"
"1276","Situated thought in"" Recovering the Land to Recover Everything"" in the Native Village Misak (Cauca), Colombia",0,2021,"3fE2CSJIrl8C"
"1277","Medicina Tradicional y Gobierno Misak",0,2020,"8k81kl-MbHgC"
"1278","Miradas críticas y constructivas para la educabilidad del ser",0,2017,"2osOgNQ5qMEC"
"1279","Revista Virtus No 2.",0,2016,"UeHWp8X0CEIC"
"1280","La anomia y la ausencia de formación en memoria. ¡No escuchar al “sí mismo” es olvidar la “conciencia moral”!",0,2016,"0EnyYjriUFMC"
"1281","El proceso de individuación y la democracia cognitivo. El “autoentendimiento hermenéutico” y la “intersubjetividad de orden superior”, una opción para alcanzar la “vida auténtica”",0,2016,"hqOjcs7Dif8C"
"1282","Curiosidad ingenua, curiosidad epistémica y memoria imaginal",0,2016,"UebtZRa9Y70C"
"1283","Los ojos de la pastora” y el poder de la adivinación. Salvia Divinorum: La “droga de la cultura youtube",0,2012,"ufrVoPGSRksC"
"1284","LOS OJOS DE LA PASTORA""(the leaf or herb of Mary, the Shepherdess) AND THE DIVINATION POWER. Salvia Divinorum: THE"" YOUTUBE CULTURE DRUG",0,2012,"zYLM7Y9cAGgC"
"1285","Los ojos de la pastora” y el poder de la adivinación. Salvia divinorum, y “la droga de la cultura youtube",0,2011,"ULOm3_A8WrAC"
"1286","REVISTA PÁGINAS NÚMERO 82",0,2008,"5nxA0vEk-isC"
"1287","REVISTA PÁGINAS NÚMERO 82",0,2008,"9yKSN-GCB0IC"
"1288","La imaginación y su papel en la Investigación y el conocimiento: la metáfora en el nuevo espíritu científico",0,2008,"u-x6o8ySG0sC"
"1289","De la psicología a la autonomía del mundo 3. Acercamiento a la controversia de los factores psicológicos entre Popper y Kuhn",0,2007,"u5HHmVD_uO8C"
"1290","Encuentro con Quirón",0,NA,"LkGwnXOMwfcC"
"1291","El deseo como poder de existencia en Spinoza. Una Forma de Vida Ética, Política y Libre",0,NA,"_FxGoFyzp5QC"
"1292","LA ANOMIA Y LA AUSENCIA DE FORMACIÓN EN MEMORIA",0,NA,"WF5omc3nYNoC"
"1293","La doble espiral y el fogón en la formación del Gobierno Misak",0,NA,"YsMSGLbcyi4C"
"1294","RESPONSABILIDAD ÉTICA DEL DOCENTE Y LA PRÁCTICA DE PENSAR CORRECTAMENTE",0,NA,"W7OEmFMy1HYC"
"1295","Curiosidad ingenua, curiosidad epistémica y memoria imaginal",0,NA,"Y0pCki6q_DkC"
"1296","El tratamiento de la histeria a finales del siglo XIX y el agujero de la ciencia médica",10,2012,"9yKSN-GCB0IC"
"1297","El engranaje del discurso capitalista y sus efectos sobre el lazo social contemporáneo",5,2012,"qjMakFHDy7sC"
"1298","Cuerpo e Internet: una aproximación desde el psicoanálisis",4,2013,"zYLM7Y9cAGgC"
"1299","Recursos psicosociales para la permanencia de los estudiantes de la Universidad de Antioquia",3,2017,"eQOLeE2rZwMC"
"1300","EL DIVINO NIÑO: COORDENADAS PARA LA COMPRENSIÓN DE LA INFANCIA EN LA CONTEMPORANEIDAD.",3,2014,"roLk4NBRz8UC"
"1301","La infancia soñada: el niño en la perversión pedófila",2,2018,"d1gkVwhDpl0C"
"1302","Perspectiva topológica de la inclusión en la educación superior",1,2013,"Se3iqnhoufwC"
"1303","La voz del niño en el acto de sublevación por el cadáver insepulto: Testimonios sobre la fatalidad de una guerra que no termina",0,2021,"KlAtU1dfN6UC"
"1304","El niño como recurrente objeto de violencia: una interpretación psicoanalítica a partir de creaciones artísticas y narrativas de guerra en Colombia",0,2021,"3fE2CSJIrl8C"
"1305","El discurso capitalista, Un mundo feliz y Gran hermano",0,2020,"UebtZRa9Y70C"
"1306","Políticas públicas y juventud rural en el sumapaz: un análisis a partir de las propuestas de gobierno en las campañas a las alcaldías municipales 2016-2020",0,2019,"ufrVoPGSRksC"
"1307","Sistematización de experiencias: semillero de investigación observatorio de infancia y juventud del sumapaz.",0,2019,"WF5omc3nYNoC"
"1308","ESTRATEGIAS PEDAGÓGICAS EN LA EDUCACIÓN SUPERIOR PARA LA INTEGRACIÓN UNIVERSIDAD-REGIÓN, A PARTIR DE LA INVESTIGACIÓN EN CONTEXTOS ESCOLARES",0,2018,"MXK_kJrjxJIC"
"1309","The Dreamed Childhood: The Child in Pedophile Perversion",0,2018,"2osOgNQ5qMEC"
"1310","(No) Matarás a un niño: la voz del sacrificio",0,2018,"Tyk-4Ss8FVUC"
"1311","Thou Shalt (Not) Kill a Child: The Voice of Sacrifice",0,2018,"UeHWp8X0CEIC"
"1312","The Infantile and the Comical Flip Side of Capitalist Discourse",0,2017,"W7OEmFMy1HYC"
"1313","Lo infantil y el reverso cómico del discurso capitalista",0,2017,"IjCSPb-OGe4C"
"1314","Políticas públicas y juventud rural en el Sumapaz: un análisis a partir de las propuestas de gobierno en las campañas a las alcaldías municipales (2016-2020)",0,2016,"_FxGoFyzp5QC"
"1315","Las redes virtuales como sistemas emergentes en la construcción social del conocimiento",0,2015,"hqOjcs7Dif8C"
"1316","Lazo perverso: sobre la subjetividad en la sociedad contemporánea",0,2014,"Y0pCki6q_DkC"
"1317","El Divino niño: coordenadas para la comprensión de la infancia en la contemporaneidad",0,2014,"u-x6o8ySG0sC"
"1318","EL DIVINO NIÑO: COORDENADAS PARA LA COMPRENSIÓN DE LA INFANCIA EN LA CONTEMPORANEIDAD/THE DIVINE INFANT: COORDINATES FOR THE UNDERSTANDING OF CHILDHOOD IN CONTEMPORANEITY/LE …",0,2014,"YsMSGLbcyi4C"
"1319","Lazo perverso: sobre la subjetividad en la sociedad contemporánea",0,2014,"u5HHmVD_uO8C"
"1320","Cuerpo e Internet: una aproximación desde el psicoanálisis",0,2013,"LkGwnXOMwfcC"
"1321","La infancia soñada: el niño en la perversión pedófila",0,NA,"kNdYIx-mwKoC"
"1322","Situaciones y retos de la investigación en Latinoamérica",15,2018,"qjMakFHDy7sC"
"1323","Narrativas sobre la ruta de atención intersectorial de las violencias sexuales en Medellín",3,2016,"ufrVoPGSRksC"
"1324","Representaciones sociales de la minería, emergentes en el conflicto socioambiental del Bajo Cauca antioqueño.",2,2019,"zYLM7Y9cAGgC"
"1325","Medellín, una ciudad de contrastes desde los ojos de sus jóvenes",2,2017,"Se3iqnhoufwC"
"1326","Aproximación a las percepciones del paisaje y el territorio en la Depresión Momposina: el caso de Paso Carate (San Marcos-Sucre)",1,2015,"LkGwnXOMwfcC"
"1327","El cuerpo trans*: territorio de poder, lugar de resistencia al poder heteronormativo",0,2022,"Y0pCki6q_DkC"
"1328","Construcción de paz en clave del cuidado: Aportes de las mujeres de la Corporación Cornifu, Vereda Granizal (Bello, Antioquia)",0,2022,"UebtZRa9Y70C"
"1329","Reciclaje y construcción social del territorio: Una mirada psicosocial",0,2022,"W7OEmFMy1HYC"
"1330","El papel de las emociones en los procesos de resistencia civil no armada y construcción de paz en Medellín",0,2021,"Tyk-4Ss8FVUC"
"1331","Rostros de paz: Actores sociales que gestionan la construcción de paz en la ciudad de Medellín",0,2020,"2osOgNQ5qMEC"
"1332","El papel de las mujeres sobrevivientes en la Construcción de Paz en Colombia",0,2020,"u5HHmVD_uO8C"
"1333","Representaciones sociales del minero en el Bajo Cauca Antioqueño: construcciones subjetivas de un lugar en disputa",0,2019,"UeHWp8X0CEIC"
"1334","Imaginarios sociales de 27 jóvenes de grado 11 sobre Medellín la más Educada, en una institución educativa del nororiente de la ciudad: Institución Educativa Ramón Múnera Lopera",0,2016,"9yKSN-GCB0IC"
"1335","El cuerpo trans*: territorio de poder, lugar de resistencia al sistema heteronormativo",0,NA,"roLk4NBRz8UC"
"1336","DOCTORADO EN ESTUDIOS INTERDISCIPLINARIOS EN PSICOLOGÍA FUNDAMENTO EPISTÉMICO Y CONCEPTUAL LÍNEA: ESTUDIOS SOCIALES",0,NA,"_FxGoFyzp5QC"
"1337","Reciclaje y construcción social del territorio: Una mirada psicosocial",0,NA,"eQOLeE2rZwMC"
"1338","APROXIMACIÓN AL TERRITORIO DESDE LA RELACIÓN SER HUMANO-NATURALEZA: CASO SAN MARCOS (SUCRE)",0,NA,"YsMSGLbcyi4C"
"1339","EL PAPEL DE LAS MUJERES SOBREVIVIENTES EN LA CONSTRUCCIÓN DE PAZ EN COLOMBIA THE ROLE OF SURVIVING WOMEN IN THE CONSTRUCTION OF PEACE IN COLOMBIA",0,NA,"d1gkVwhDpl0C"
"1340","“Deserción” universitaria: entre desvinculaciones institucionales y búsqueda de sentidos de vida",12,2018,"2osOgNQ5qMEC"
"1341","Deserción/permanencia escolar: comprensiones vinculares entre la educación superior y la educación preliminar",5,2016,"d1gkVwhDpl0C"
"1342","Habitar la educación. Vinculaciones y desvinculaciones entre los niveles escolares",2,2018,"qjMakFHDy7sC"
"1343","Voces de exclusión, historias por completar",2,2017,"9yKSN-GCB0IC"
"1344","La respuesta institucional escolar, una de las claves de las dinámicas de inclusión/exclusión de familias inmigradas.",1,2017,"Tyk-4Ss8FVUC"
"1345","Desigualdades. IV Bienal Latinoamericana y caribeña en primera infancia, niñez y juventud: desigualdades, diversidades y desplazamientos",0,2021,"IjCSPb-OGe4C"
"1346","Deserção da faculdade: entre desvinculação institucional e procura do sentido da vida",0,2018,"UeHWp8X0CEIC"
"1347","University dropouts: between institutional detachment and a search for meaning in life",0,2018,"u5HHmVD_uO8C"
"1348","HABITAR LA EDUCACIÓN",0,NA,"zYLM7Y9cAGgC"
"1349","Justicia organizacional, desempeño laboral y discapacidad",108,2016,"5nxA0vEk-isC"
"1350","Personalidad e infracciones frecuentes de normas de tránsito",43,2016,"MXK_kJrjxJIC"
"1351","Adolescentes infractores y promoción de acciones prosociales: una tarea pendiente",19,2019,"4JMBOYKVnBMC"
"1352","Motivaciones prosociales, empatía y diferencias de género en adolescentes víctimas del conflicto armado e infractores de la ley",17,2020,"bEWYMUwI8FkC"
"1353","Situaciones y retos de la investigación en Latinoamérica",15,2018,"qUcmZB5y_30C"
"1354","Historia paralela de la Psicología Clínica: un rastreo teórico-histórico",13,2007,"_FxGoFyzp5QC"
"1355","Paz y posconflicto: compromiso de los ciudadanos para un horizonte imaginado",10,2015,"isC4tDSrTZIC"
"1356","La salud mental entre las fragilidades y las rupturas de vínculos afectivos",9,2014,"LkGwnXOMwfcC"
"1357","Narrativas de reconocimiento de adultos con discapacidad: hacia una vida independiente| Recognition narratives for adults with disabilities: towards independent living",6,2020,"TFP_iSt0sucC"
"1358","LA ÉTICA DEL CUIDADO: UNA VOZ DIFERENTE",6,2015,"u5HHmVD_uO8C"
"1359","The protective role of empathy and emotional self-efficacy in predicting moral disengagement in adolescents separated from illegal armed groups",5,2021,"BqipwSGYUEgC"
"1360","Psicología y Desarrollo Humano: Razones para una Nueva Manera de Pensar",5,2014,"eQOLeE2rZwMC"
"1361","Aproximaciones al Duelo Migratorio de los Venezolanos Residentes en la Ciudad de Medellin, Colombia: Un Estudio Cualitativo.",2,2021,"35N4QoGY0k4C"
"1362","Representaciones sociales de la minería, emergentes en el conflicto socioambiental del Bajo Cauca antioqueño.",2,2019,"iH-uZ7U-co4C"
"1363","Indicadores psicológicos en la conducta transgresora de normas de tránsito",2,2018,"-f6ydRqryjwC"
"1364","Atrapados y sin Salida: Explotación Delictiva de Niñas, Niños, y Adolescentes Venezolanos Migrantes Indocumentados en Colombia",1,2021,"ZHo1McVdvXMC"
"1365","Sobre la lucha de Ser Mujeres: subjetividades políticas femeninas",1,2021,"SeFeTyx0c_EC"
"1366","La escuela y la migración: experiencias de niños venezolanos en Colombia",1,2021,"HoB7MX3m0LUC"
"1367","Sentidos de vida, autodeterminación y diversidad funcional",1,2016,"Wp0gIr-vW9MC"
"1368","De la complejidad y su diversidad de concepciones",0,2022,"cFHS6HbyZ2cC"
"1369","Vivencias de participación y exclusión socio-laboral en jóvenes con discapacidad intelectual",0,2022,"yD5IFk8b50cC"
"1370","El entre-nos femenino: Una promesa política",0,2022,"fPk4N6BV_jEC"
"1371","Experiencias de mujeres víctimas denunciantes de violencia ante el sistema jurídico colombiano",0,2021,"3s1wT3WcHBgC"
"1372","Moral Disengagement and Gender Differences in Victims of the Armed Conflict, Criminals and Students",0,2021,"ldfaerwXgEUC"
"1373","Desconexión moral y diferencias de género en víctimas del conflicto armado, infractores de la ley y escolares",0,2021,"J_g5lzvAfSwC"
"1374","Desconfiança do Estado e observância da lei nos fazendeiros do Vale do São Nicolau",0,2021,"zA6iFVUQeVQC"
"1375","Approaches to the Migratory Grief of Venezuelan Residents in the City of Medellin, Colombia: A Qualitative Study",0,2021,"pqnbT2bcN3wC"
"1376","El papel de las emociones en los procesos de resistencia civil no armada y construcción de paz en Medellín",0,2021,"70eg2SAEIzsC"
"1377","La asamblea de deliberación: estrategia para la edificación de acuerdos comunitarios",0,2021,"vV6vV6tmYwMC"
"1378","Situación sociopolítica de los campesinos del Oriente Antioqueño",0,2021,"GnPB-g6toBAC"
"1379","Diagnósticos, atenção e cuidado: histórias de mães de crianças com necessidades educacionais especiais",0,2020,"g5m5HwL7SMYC"
"1380","Diagnoses, attention and care: stories of mothers of children with Special Educational Needs",0,2020,"M05iB0D1s5AC"
"1381","Diagnósticos, atención y cuidado: relatos de madres de niños con Necesidades Educativas Especiales",0,2020,"NaGl4SEjCO4C"
"1382","Distrust of the State and observance of the law among peasants in the San Nicolas Valley",0,2020,"blknAaTinKkC"
"1383","Distrust of the State and observance of the law among peasants in the San Nicolas Valley",0,2020,"4OULZ7Gr8RgC"
"1384","Diagnósticos, atención y cuidado: relatos de madres de niños con Necesidades Educativas Especiales",0,2020,"rO6llkc54NcC"
"1385","Sentidos de comunidad y construcción de paz",0,2020,"YFjsv_pBGBYC"
"1386","Social representations of the miner in Bajo Cauca Antioqueño: subjective constructions of a disputed place",0,2019,"M3NEmzRMIkIC"
"1387","Capacidades relacionales para la construcción de paz en líderes comunitarios",0,2019,"RHpTSmoSYBkC"
"1388","Representaciones sociales del minero en el Bajo Cauca Antioqueño: construcciones subjetivas de un lugar en disputa",0,2019,"ns9cj8rnVeAC"
"1389","De la confianza ciudadana en la representación política",0,2018,"HDshCWvjkbEC"
"1390","Configuración de los objetos de investigación. Fundamentos epistemológicos",0,2018,"hC7cP41nSMkC"
"1391","Soberanía alimentaria: dilemas",0,2017,"maZDTaKrznsC"
"1392","Sentidos de vida, autodeterminación y diversidad funcional",0,2017,"4TOpqqG69KYC"
"1393","Desencuentros entre Ley y Agro en el Valle de San Nicolás",0,2016,"QIV2ME_5wuYC"
"1394","Hablame de vos. Diagnóstico situacional de los Derechos de infancia, niñez y adolescencia en el Municipio de La Estrella, Antioquia",0,2015,"YsMSGLbcyi4C"
"1395","Sentidos de vida, autodeterminación y diversidad funcional",0,2015,"IjCSPb-OGe4C"
"1396","Imaginar la paz en Colombia",0,2015,"9ZlFYXVOiuMC"
"1397","Compromiso ético-político de los profesionales de las Ciencias Sociales",0,2015,"2osOgNQ5qMEC"
"1398","La experiencia formativo-investigativa en la deconstrucción del discurso del déficit: claves para liberar la psicología",0,2014,"ufrVoPGSRksC"
"1399","IMAGINANDO CON MARÍA ZAMBRANO UN SABER SOBRE EL ALMA",0,2014,"u-x6o8ySG0sC"
"1400","Problematizando la psicología del desarrollo desde el enfoque de las capacidades de Martha Nussbaum",0,2013,"UeHWp8X0CEIC"
"1401","PROPUESTA DE FORMACIÓN EN UNA PSICOLOGÍA CLINICO-ESTÉTICA",0,2013,"d1gkVwhDpl0C"
"1402","La  empatía como posibilidad de la relación psicoterapéutica",0,2012,"WF5omc3nYNoC"
"1403","El arte surrealista en la literatura latinoamericana: el caso Jorge Luis Borges, poema “el Golem”. Surrealist Art in Latin American literature: the case of Jorge Luis Borges …",0,2011,"zYLM7Y9cAGgC"
"1404","Comprensión psicosocial del intento de suicidio en tres aprendices del centro de formación en diseño, confección y moda, SENA",0,2009,"7PzlFSSx8tAC"
"1405","Razonamiento clínico del psicólogo que ha intervenido en casos de intento de suicidio",0,2009,"dhFuZR0502QC"
